Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	exclude_reasons
SRR27343195	SAMN39106321	SRS19982785	20210910MCX007	20210910MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2275880	113314501	49	47.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343194	SAMN39106322	SRS19982786	20210910MCX010	20210910MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	301955	14481095	47	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343589	SAMN39106235	SRS19982723	20210910MCX011	20210910MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	329240	15567858	47	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343587	SAMN39106236	SRS19982508	20210910MCX012	20210910MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	554726	27736300	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343586	SAMN39106237	SRS19982509	20210910MCX013	20210910MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3410828	170541400	50	70.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343603	SAMN39106165	SRS19982683	20210910MCX014	20210910MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1486192	74309600	50	31.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343585	SAMN39106238	SRS19982510	20210910MCX015	20210910MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2614969	129801326	49	53.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343584	SAMN39106239	SRS19982511	20210910MCX019	20210910MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	675848	33792400	50	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343583	SAMN39106240	SRS19982512	20210913MCX015	20210913MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1501552	73411852	48	31.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343582	SAMN39106241	SRS19982513	20210914MCX010	20210914MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1526827	74593665	48	33.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343625	SAMN39106145	SRS19982663	20210914MCX012	20210914MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	909797	42802849	47	20.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343226	SAMN39106063	SRS19982755	20210915MCX007	20210915MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	561862	28093100	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343235	SAMN39105939	SRS19982746	20210915MCX009	20210915MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	692259	34612950	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343581	SAMN39106242	SRS19982515	20210915MCX010	20210915MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3106977	152965493	49	64.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343193	SAMN39106323	SRS19982787	20210915MCX011	20210915MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	450351	21814858	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343623	SAMN39106146	SRS19982664	20210916MCX005	20210916MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	506947	24410261	48	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343415	SAMN39106013	SRS19982584	20210916MCX006	20210916MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	850617	40541432	47	18.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343622	SAMN39106147	SRS19982665	20210916MCX007	20210916MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1882997	94149850	50	38.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343621	SAMN39106148	SRS19982667	20210922MCX010	20210922MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	413337	19893713	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343580	SAMN39106243	SRS19982516	20210922MCX011	20210922MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	253615	12243904	48	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343221	SAMN39106066	SRS19982761	20210923MCX014	20210923MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	158113	7785485	49	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343620	SAMN39106149	SRS19982666	20210923MCX015	20210923MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	186572	9107549	48	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343626	SAMN39106115	SRS19982846	20210923MCX016	20210923MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	166084	8087778	48	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343619	SAMN39106150	SRS19982668	20210923MCX021	20210923MCX021 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	343036	16536252	48	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343609	SAMN39106159	SRS19982677	20210924MCX010	20210924MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	195110	9337781	47	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343214	SAMN39106073	SRS19982766	20210924MCX011	20210924MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	799884	39618966	49	18.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343414	SAMN39106014	SRS19982585	20210924MCX012	20210924MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	278897	13380535	47	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343579	SAMN39106244	SRS19982517	20210924MCX016	20210924MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	953352	47192221	49	21.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343604	SAMN39106164	SRS19982682	20210924MCX017	20210924MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	328081	16084664	49	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343578	SAMN39106245	SRS19982518	20210928MCX006	20210928MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	700848	34120847	48	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343576	SAMN39106246	SRS19982519	20210928MCX009	20210928MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	940976	45711071	48	19.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343575	SAMN39106247	SRS19982520	20210928MCX012	20210928MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	452788	21908458	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343979	SAMN39105988	SRS19982926	20210929MCX011	20210929MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	209427	10471350	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343574	SAMN39106248	SRS19982521	20211004MCX018	20211004MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	354936	17689078	49	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343253	SAMN39105923	SRS19982734	20211004MCX022	20211004MCX022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2670684	132742186	49	54.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343252	SAMN39105924	SRS19982481	20211004MCX024	20211004MCX024 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	4202742	209004496	49	85.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343573	SAMN39106249	SRS19982522	20211006MCX010	20211006MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	268693	12967826	48	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343932	SAMN39106117	SRS19982476	20211008MCX018	20211008MCX018 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	164766	7821699	47	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343572	SAMN39106250	SRS19982523	20211011MCX008	20211011MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	288602	13849257	47	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343974	SAMN39105993	SRS19982605	20211012MCX008	20211012MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	496992	24503552	49	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343234	SAMN39105940	SRS19982748	20211012MCX016	20211012MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	368033	18016671	48	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343413	SAMN39106015	SRS19982586	20211015MCX011	20211015MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	743906	36814277	49	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343571	SAMN39106251	SRS19982524	20211016MCX013	20211016MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	394782	19076198	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343570	SAMN39106252	SRS19982526	20211016MCX015	20211016MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	912861	45643050	50	21.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343569	SAMN39106253	SRS19982527	20211019MCX016	20211019MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	204486	10224300	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343995	SAMN39105974	SRS19982920	20211019MCX022	20211019MCX022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	771149	38557450	50	16.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343568	SAMN39106254	SRS19982528	20211020MCX013	20211020MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	386725	18682363	48	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343411	SAMN39106016	SRS19982588	20211021MCX010	20211021MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	932865	46643250	50	20.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343382	SAMN39106186	SRS19982617	20211022MCX006	20211022MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	286712	14335600	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343994	SAMN39105975	SRS19982921	20211022MCX007	20211022MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	516095	25496604	49	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343395	SAMN39106175	SRS19982604	20211022MCX010	20211022MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	254653	12122474	47	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343233	SAMN39105941	SRS19982749	20211022MCX013	20211022MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	351040	16575594	47	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343567	SAMN39106255	SRS19982529	20211022MCX015	20211022MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	215659	10339439	47	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343909	SAMN39106138	SRS19982500	20211022MCX016	20211022MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	943702	47185100	50	20.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343565	SAMN39106256	SRS19982530	20211026MCX013	20211026MCX013 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	413243	19919993	48	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343992	SAMN39105976	SRS19982576	20211026MCX022	20211026MCX022 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	456163	22808150	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343564	SAMN39106257	SRS19982531	20211028MCX015	20211028MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	215588	10779400	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343410	SAMN39106017	SRS19982589	20211028MCX021	20211028MCX021 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1080863	54043150	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343245	SAMN39105930	SRS19982738	20211028MCX025	20211028MCX025 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	203813	10190650	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343563	SAMN39106258	SRS19982532	20211029MCX010	20211029MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3924995	195716104	49	78.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343562	SAMN39106259	SRS19982533	20211029MCX014	20211029MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	536171	26808550	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343232	SAMN39105942	SRS19982482	20211101MCX015	20211101MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1923956	96197800	50	41.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343618	SAMN39106151	SRS19982669	20211103MCX002	20211103MCX002 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1169396	58469800	50	27.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343420	SAMN39106008	SRS19982579	20211103MCX004	20211103MCX004 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1597769	78732349	49	36.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343915	SAMN39106133	SRS19982495	20211103MCX005	20211103MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1345320	67266000	50	31.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343617	SAMN39106152	SRS19982672	20211104MCX009	20211104MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	833462	41561308	49	17.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343599	SAMN39106167	SRS19982685	20211104MCX017	20211104MCX017 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	255528	12431059	48	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343424	SAMN39106005	SRS19982575	20211106MCX005	20211106MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	273905	13695250	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343561	SAMN39106260	SRS19982534	20211106MCX007	20211106MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	558953	27158262	48	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343560	SAMN39106261	SRS19982535	20211109MCX014	20211109MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2565781	127549295	49	54.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343559	SAMN39106262	SRS19982537	20211109MCX016	20211109MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	617375	30230371	48	14.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343558	SAMN39106263	SRS19982538	20211110MCX010	20211110MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	386911	19134826	49	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343389	SAMN39106180	SRS19982610	20211112MCX010	20211112MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	3150435	155059767	49	68.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343656	SAMN39106087	SRS19982818	20211112MCX014	20211112MCX014 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	336477	16823850	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343557	SAMN39106264	SRS19982539	20211113MCX008	20211113MCX008 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1182702	52967778	44	25.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343652	SAMN39106091	SRS19982822	20211115MCX003	20211115MCX003 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1647897	81178474	49	37.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343409	SAMN39106018	SRS19982590	20211116MCX012	20211116MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1108229	55411450	50	24.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343556	SAMN39106265	SRS19982540	20211117MCX010	20211117MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	684628	33647140	49	15.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343955	SAMN39106039	SRS19982798	20211117MCX012	20211117MCX012 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	1805727	90286350	50	38.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343461	SAMN39105943	SRS19982493	20211117MCX015	20211117MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	471379	23568950	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343977	SAMN39105990	SRS19982906	20211117MCX016	20211117MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	567506	27799122	48	13.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343616	SAMN39106153	SRS19982670	20211118MCX015	20211118MCX015 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	2558486	127360330	49	55.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343942	SAMN39106051	SRS19982810	20211119MCX007	20211119MCX007 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	428996	21449800	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343615	SAMN39106154	SRS19982671	20211119MCX011	20211119MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	345087	16676586	48	8.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343914	SAMN39106134	SRS19982496	20211120MCX005	20211120MCX005 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	233851	11692550	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343408	SAMN39106019	SRS19982591	20211120MCX006	20211120MCX006 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	154436	7721800	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343963	SAMN39106032	SRS19982791	20211123MCX010	20211123MCX010 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	98943	4897887	49	2.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343913	SAMN39106135	SRS19982497	20211123MCX011	20211123MCX011 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	398594	19789068	49	9.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343407	SAMN39106020	SRS19982592	20211124MCX016	20211124MCX016 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	149161	7404523	49	3.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343388	SAMN39106181	SRS19982611	20211124MCX019	20211124MCX019 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	314976	15500183	49	7.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343460	SAMN39105944	SRS19982504	20211125MCX009	20211125MCX009 RNA	RNA-Seq	METATRANSCRIPTOMIC	SINGLE	209540	10477000	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	not_wgs,not_metagenomic,not_dna_library
SRR27343463	SAMN39106266	SRS19982541	20211125MCX012	20211125MCX012 DNA	WGS	METAGENOMIC	SINGLE	22520	1126000	50	0.0	human metagenome			VISION MEDICALS CO., LTD.	too_small
