Run	BioSample	Sample	SampleName	LibraryName	LibraryStrategy	LibrarySource	LibraryLayout	spots	bases	avgLength	size_MB	ScientificName	Disease	Body_Site	CenterName	representative_rule
SRR27343279	SAMN39106222	SRS19982710	20210730MCX009	20210730MCX009 DNA	WGS	METAGENOMIC	SINGLE	174604	8730200	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343278	SAMN39106223	SRS19982711	20210730MCX018	20210730MCX018 DNA	WGS	METAGENOMIC	SINGLE	239659	11982950	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343277	SAMN39106224	SRS19982712	20210731MCX007	20210731MCX007 DNA	WGS	METAGENOMIC	SINGLE	862201	43110050	50	19.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343276	SAMN39106225	SRS19982713	20210802MCX012	20210802MCX012 DNA	WGS	METAGENOMIC	SINGLE	329376	16468800	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343275	SAMN39106226	SRS19982714	20210805MCX014	20210805MCX014 DNA	WGS	METAGENOMIC	SINGLE	335886	16794300	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343274	SAMN39106227	SRS19982715	20210814MCX014	20210814MCX014 DNA	WGS	METAGENOMIC	SINGLE	291401	14570050	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343273	SAMN39106228	SRS19982716	20210819MCX009	20210819MCX009 DNA	WGS	METAGENOMIC	SINGLE	389533	19476650	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343272	SAMN39106229	SRS19982717	20210826MCX009	20210826MCX009 DNA	WGS	METAGENOMIC	SINGLE	1966006	98300300	50	43.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343271	SAMN39106230	SRS19982718	20210826MCX011	20210826MCX011 DNA	WGS	METAGENOMIC	SINGLE	221572	11078600	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343270	SAMN39106231	SRS19982719	20210827MCX010	20210827MCX010 DNA	WGS	METAGENOMIC	SINGLE	278273	13913650	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343268	SAMN39106232	SRS19982721	20210906MCX015	20210906MCX015 DNA	WGS	METAGENOMIC	SINGLE	2611695	130584750	50	55.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343267	SAMN39106233	SRS19982720	20210907MCX017	20210907MCX017 DNA	WGS	METAGENOMIC	SINGLE	494228	24711400	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343266	SAMN39106234	SRS19982722	20210908MCX019	20210908MCX019 DNA	WGS	METAGENOMIC	SINGLE	1185032	59251600	50	25.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343498	SAMN39106235	SRS19982723	20210910MCX011	20210910MCX011 DNA	WGS	METAGENOMIC	SINGLE	276470	13823500	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343496	SAMN39106236	SRS19982508	20210910MCX012	20210910MCX012 DNA	WGS	METAGENOMIC	SINGLE	230587	11529350	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343495	SAMN39106237	SRS19982509	20210910MCX013	20210910MCX013 DNA	WGS	METAGENOMIC	SINGLE	5878104	293905200	50	120.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343494	SAMN39106238	SRS19982510	20210910MCX015	20210910MCX015 DNA	WGS	METAGENOMIC	SINGLE	998992	49949600	50	22.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343493	SAMN39106239	SRS19982511	20210910MCX019	20210910MCX019 DNA	WGS	METAGENOMIC	SINGLE	333158	16657900	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343492	SAMN39106240	SRS19982512	20210913MCX015	20210913MCX015 DNA	WGS	METAGENOMIC	SINGLE	283943	14197150	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343491	SAMN39106241	SRS19982513	20210914MCX010	20210914MCX010 DNA	WGS	METAGENOMIC	SINGLE	477007	23850350	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343489	SAMN39106242	SRS19982515	20210915MCX010	20210915MCX010 DNA	WGS	METAGENOMIC	SINGLE	5777519	288875950	50	118.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343488	SAMN39106243	SRS19982516	20210922MCX011	20210922MCX011 DNA	WGS	METAGENOMIC	SINGLE	993428	49671400	50	21.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343487	SAMN39106244	SRS19982517	20210924MCX016	20210924MCX016 DNA	WGS	METAGENOMIC	SINGLE	189259	9462950	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343486	SAMN39106245	SRS19982518	20210928MCX006	20210928MCX006 DNA	WGS	METAGENOMIC	SINGLE	280909	14045450	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343485	SAMN39106246	SRS19982519	20210928MCX009	20210928MCX009 DNA	WGS	METAGENOMIC	SINGLE	1419458	70972900	50	29.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343484	SAMN39106247	SRS19982520	20210928MCX012	20210928MCX012 DNA	WGS	METAGENOMIC	SINGLE	982792	49139600	50	20.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343483	SAMN39106248	SRS19982521	20211004MCX018	20211004MCX018 DNA	WGS	METAGENOMIC	SINGLE	155546	7777300	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343482	SAMN39106249	SRS19982522	20211006MCX010	20211006MCX010 DNA	WGS	METAGENOMIC	SINGLE	199145	9957250	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343481	SAMN39106250	SRS19982523	20211011MCX008	20211011MCX008 DNA	WGS	METAGENOMIC	SINGLE	294563	14728150	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343480	SAMN39106251	SRS19982524	20211016MCX013	20211016MCX013 DNA	WGS	METAGENOMIC	SINGLE	261148	13057400	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343478	SAMN39106252	SRS19982526	20211016MCX015	20211016MCX015 DNA	WGS	METAGENOMIC	SINGLE	328144	16407200	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343477	SAMN39106253	SRS19982527	20211019MCX016	20211019MCX016 DNA	WGS	METAGENOMIC	SINGLE	225714	11285700	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343476	SAMN39106254	SRS19982528	20211020MCX013	20211020MCX013 DNA	WGS	METAGENOMIC	SINGLE	319341	15967050	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343475	SAMN39106255	SRS19982529	20211022MCX015	20211022MCX015 DNA	WGS	METAGENOMIC	SINGLE	755148	37757400	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343474	SAMN39106256	SRS19982530	20211026MCX013	20211026MCX013 DNA	WGS	METAGENOMIC	SINGLE	354124	17706200	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343473	SAMN39106257	SRS19982531	20211028MCX015	20211028MCX015 DNA	WGS	METAGENOMIC	SINGLE	182861	9143050	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343472	SAMN39106258	SRS19982532	20211029MCX010	20211029MCX010 DNA	WGS	METAGENOMIC	SINGLE	1083143	54157150	50	23.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343471	SAMN39106259	SRS19982533	20211029MCX014	20211029MCX014 DNA	WGS	METAGENOMIC	SINGLE	476290	23814500	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343470	SAMN39106260	SRS19982534	20211106MCX007	20211106MCX007 DNA	WGS	METAGENOMIC	SINGLE	228456	11422800	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343469	SAMN39106261	SRS19982535	20211109MCX014	20211109MCX014 DNA	WGS	METAGENOMIC	SINGLE	951205	47560250	50	22.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343467	SAMN39106262	SRS19982537	20211109MCX016	20211109MCX016 DNA	WGS	METAGENOMIC	SINGLE	471852	23592600	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343466	SAMN39106263	SRS19982538	20211110MCX010	20211110MCX010 DNA	WGS	METAGENOMIC	SINGLE	301078	15053900	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343465	SAMN39106264	SRS19982539	20211113MCX008	20211113MCX008 DNA	WGS	METAGENOMIC	SINGLE	996312	49815600	50	22.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343464	SAMN39106265	SRS19982540	20211117MCX010	20211117MCX010 DNA	WGS	METAGENOMIC	SINGLE	738807	36940350	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343462	SAMN39106267	SRS19982542	20211126MCX011	20211126MCX011 DNA	WGS	METAGENOMIC	SINGLE	308104	15405200	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343731	SAMN39106268	SRS19982543	20211127MCX010	20211127MCX010 DNA	WGS	METAGENOMIC	SINGLE	377860	18893000	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343730	SAMN39106269	SRS19982850	20211207MCX012	20211207MCX012 DNA	WGS	METAGENOMIC	SINGLE	269616	13480800	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343729	SAMN39106270	SRS19982851	20211208MCX010	20211208MCX010 DNA	WGS	METAGENOMIC	SINGLE	4353814	217690700	50	96.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343728	SAMN39106271	SRS19982852	20211209MCX019	20211209MCX019 DNA	WGS	METAGENOMIC	SINGLE	366866	18343300	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343726	SAMN39106272	SRS19982853	20211210MCX014	20211210MCX014 DNA	WGS	METAGENOMIC	SINGLE	522159	26107950	50	12.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343725	SAMN39106273	SRS19982854	20211218MCX011	20211218MCX011 DNA	WGS	METAGENOMIC	SINGLE	714512	35725600	50	17.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343724	SAMN39106274	SRS19982855	20211222MCX007	20211222MCX007 DNA	WGS	METAGENOMIC	SINGLE	169131	8456550	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343723	SAMN39106275	SRS19982857	20211229MCX015	20211229MCX015 DNA	WGS	METAGENOMIC	SINGLE	411120	20556000	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343722	SAMN39106276	SRS19982856	20211229MCX016	20211229MCX016 DNA	WGS	METAGENOMIC	SINGLE	340437	17021850	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343721	SAMN39106277	SRS19982858	20211230MCX010	20211230MCX010 DNA	WGS	METAGENOMIC	SINGLE	349989	17499450	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343720	SAMN39106278	SRS19982859	20211230MCX011	20211230MCX011 DNA	WGS	METAGENOMIC	SINGLE	360076	18003800	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343719	SAMN39106279	SRS19982861	20211231MCX012	20211231MCX012 DNA	WGS	METAGENOMIC	SINGLE	403293	20164650	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343718	SAMN39106280	SRS19982860	20220105MCX011	20220105MCX011 DNA	WGS	METAGENOMIC	SINGLE	342869	17143450	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343717	SAMN39106281	SRS19982862	20220112MCX016	20220112MCX016 DNA	WGS	METAGENOMIC	SINGLE	294752	14737600	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343715	SAMN39106282	SRS19982863	20220113MCX017	20220113MCX017 DNA	WGS	METAGENOMIC	SINGLE	1199102	59955100	50	27.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343714	SAMN39106283	SRS19982864	20220115MCX009	20220115MCX009 DNA	WGS	METAGENOMIC	SINGLE	306431	15321550	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343713	SAMN39106284	SRS19982865	20220115MCX016	20220115MCX016 DNA	WGS	METAGENOMIC	SINGLE	338720	16936000	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343712	SAMN39106285	SRS19982866	20220121MCX008	20220121MCX008 DNA	WGS	METAGENOMIC	SINGLE	808268	40413400	50	18.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343711	SAMN39106286	SRS19982867	20220121MCX009	20220121MCX009 DNA	WGS	METAGENOMIC	SINGLE	369933	18496650	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343710	SAMN39106287	SRS19982475	20220122MCX014	20220122MCX014 DNA	WGS	METAGENOMIC	SINGLE	169339	8466950	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343709	SAMN39106288	SRS19982634	20220127MCX024	20220127MCX024 DNA	WGS	METAGENOMIC	SINGLE	359766	17988300	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343708	SAMN39106289	SRS19982635	20220127MCX030	20220127MCX030 DNA	WGS	METAGENOMIC	SINGLE	295107	14755350	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343707	SAMN39106290	SRS19982636	20220217MCX012	20220217MCX012 DNA	WGS	METAGENOMIC	SINGLE	408547	20427350	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343706	SAMN39106291	SRS19982637	20220219MCX016	20220219MCX016 DNA	WGS	METAGENOMIC	SINGLE	447529	22376450	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343704	SAMN39106292	SRS19982638	20220226MCX019	20220226MCX019 DNA	WGS	METAGENOMIC	SINGLE	376468	18823400	50	9.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343703	SAMN39106293	SRS19982639	20210319MCX011	20210319MCX011 DNA	WGS	METAGENOMIC	SINGLE	176698	8834900	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343702	SAMN39106294	SRS19982640	20210325MCX003	20210325MCX003 DNA	WGS	METAGENOMIC	SINGLE	214016	10700800	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343701	SAMN39106295	SRS19982641	20210326MCX005	20210326MCX005 DNA	WGS	METAGENOMIC	SINGLE	194850	9742500	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343700	SAMN39106296	SRS19982642	20210329MCX004	20210329MCX004 DNA	WGS	METAGENOMIC	SINGLE	1250437	62521850	50	28.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343699	SAMN39106297	SRS19982643	20210330MCX004	20210330MCX004 DNA	WGS	METAGENOMIC	SINGLE	496393	24819650	50	11.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343698	SAMN39106298	SRS19982644	20210330MCX005	20210330MCX005 DNA	WGS	METAGENOMIC	SINGLE	2809797	140489850	50	58.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343697	SAMN39106299	SRS19982645	20210410MCX001	20210410MCX001 DNA	WGS	METAGENOMIC	SINGLE	205115	10255750	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27343696	SAMN39106300	SRS19982646	20210507MCX008	20210507MCX008 DNA	WGS	METAGENOMIC	SINGLE	287466	14373300	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344036	SAMN39106301	SRS19982647	20210526MCX014	20210526MCX014 DNA	WGS	METAGENOMIC	SINGLE	1734195	86709750	50	36.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344033	SAMN39106302	SRS19982648	20210528MCX007	20210528MCX007 DNA	WGS	METAGENOMIC	SINGLE	318527	15926350	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344032	SAMN39106303	SRS19982649	20210618MCX005	20210618MCX005 DNA	WGS	METAGENOMIC	SINGLE	678629	33931450	50	15.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344031	SAMN39106304	SRS19982650	20210618MCX008	20210618MCX008 DNA	WGS	METAGENOMIC	SINGLE	314684	15734200	50	7.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344030	SAMN39106305	SRS19982651	20210623MCX012	20210623MCX012 DNA	WGS	METAGENOMIC	SINGLE	253008	12650400	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344029	SAMN39106306	SRS19982652	20210628MCX011	20210628MCX011 DNA	WGS	METAGENOMIC	SINGLE	368981	18449050	50	8.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344028	SAMN39106307	SRS19982653	20210702MCX009	20210702MCX009 DNA	WGS	METAGENOMIC	SINGLE	973643	48682150	50	21.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344027	SAMN39106308	SRS19982654	20210712MCX011	20210712MCX011 DNA	WGS	METAGENOMIC	SINGLE	260668	13033400	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344026	SAMN39106309	SRS19982655	20210713MCX013	20210713MCX013 DNA	WGS	METAGENOMIC	SINGLE	270601	13530050	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344025	SAMN39106310	SRS19982656	20210714MCX008	20210714MCX008 DNA	WGS	METAGENOMIC	SINGLE	31660727	1583036350	50	660.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344024	SAMN39106311	SRS19982657	20210729MCX011	20210729MCX011 DNA	WGS	METAGENOMIC	SINGLE	288331	14416550	50	6.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344022	SAMN39106312	SRS19982658	20210730MCX017	20210730MCX017 DNA	WGS	METAGENOMIC	SINGLE	183377	9168850	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344021	SAMN39106313	SRS19982659	20210804MCX003	20210804MCX003 DNA	WGS	METAGENOMIC	SINGLE	486917	24345850	50	10.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344020	SAMN39106314	SRS19982661	20210807MCX014	20210807MCX014 DNA	WGS	METAGENOMIC	SINGLE	1559422	77971100	50	32.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344019	SAMN39106315	SRS19982660	20210812MCX008	20210812MCX008 DNA	WGS	METAGENOMIC	SINGLE	1107469	55373450	50	25.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344018	SAMN39106316	SRS19982662	20210816MCX011	20210816MCX011 DNA	WGS	METAGENOMIC	SINGLE	211090	10554500	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344017	SAMN39106317	SRS19982780	20210827MCX009	20210827MCX009 DNA	WGS	METAGENOMIC	SINGLE	244880	12244000	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344016	SAMN39106318	SRS19982782	20210827MCX014	20210827MCX014 DNA	WGS	METAGENOMIC	SINGLE	212511	10625550	50	4.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344015	SAMN39106319	SRS19982783	20210907MCX013	20210907MCX013 DNA	WGS	METAGENOMIC	SINGLE	216021	10801050	50	5.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344014	SAMN39106320	SRS19982784	20210909MCX012	20210909MCX012 DNA	WGS	METAGENOMIC	SINGLE	846821	42341050	50	18.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344013	SAMN39106321	SRS19982785	20210910MCX007	20210910MCX007 DNA	WGS	METAGENOMIC	SINGLE	2247601	112380050	50	48.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344010	SAMN39106322	SRS19982786	20210910MCX010	20210910MCX010 DNA	WGS	METAGENOMIC	SINGLE	162595	8129750	50	3.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
SRR27344009	SAMN39106323	SRS19982787	20210915MCX011	20210915MCX011 DNA	WGS	METAGENOMIC	SINGLE	1238505	61925250	50	26.0	human metagenome			VISION MEDICALS CO., LTD.	largest_size_mb_per_biosample
